,ReportDate,Price,MID,UP,LOW,买,平,买累计,平累计,,仓位
1,2004/6/1,14670,,,,,,,,,
2,2004/6/2,14225,,,,,,,,,
3,2004/6/3,13630,,,,,,,,,
4,2004/6/4,13765,,,,,,,,,
5,2004/6/7,13870,,,,,,,,,
6,2004/6/8,13675,,,,,,,,,
7,2004/6/9,13650,,,,,,,,,
8,2004/6/10,13690,,,,,,,,,
9,2004/6/11,13675,,,,,,,,,
10,2004/6/14,13660,,,,,,,,,
11,2004/6/15,13265,,,,,,,,,
12,2004/6/16,13100,,,,,,,,,
13,2004/6/17,13185,,,,,,,,,
14,2004/6/18,13100,,,,,,,,,
15,2004/6/21,12960,,,,,,,,,
16,2004/6/22,12680,,,,,,,,,
17,2004/6/23,12880,,,,,,,,,
18,2004/6/24,13200,,,,,,,,,
19,2004/6/25,13165,,,,,,,,,
20,2004/6/28,13030,,,,,,,,,
21,2004/6/29,13335,,,,,,,,,
22,2004/6/30,13345,,,,,,,,,
23,2004/7/1,13340,,,,,,,,,
24,2004/7/2,13270,,,,,,,,,
25,2004/7/5,12785,,,,,,,,,
26,2004/7/6,12830,13383.85,14300.28,12467.42,0,0,,,,
27,2004/7/7,12830,13313.08,14089.88,12536.28,0,0,,,,
28,2004/7/8,12805,13258.46,13965.04,12551.88,0,0,,,,
29,2004/7/9,12965,13232.88,13931.62,12534.14,0,0,,,,
30,2004/7/12,13440,13220.38,13890.56,12550.2,0,0,,,,
31,2004/7/13,13200,13194.62,13810.19,12579.05,0,0,,,,
32,2004/7/14,13125,13173.46,13757.34,12589.58,0,-1,,,,
33,2004/7/15,13285,13159.42,13712.37,12606.47,0,0,,,,
34,2004/7/16,13210,13140.96,13650.57,12631.35,0,0,,,,
35,2004/7/19,13355,13128.65,13598.51,12658.79,0,0,,,,
36,2004/7/20,13395,13118.46,13550.34,12686.58,0,0,,,,
37,2004/7/21,13380,13122.88,13563.27,12682.49,0,0,,,,
38,2004/7/22,13385,13133.85,13585.91,12681.79,0,0,,,,
39,2004/7/23,13195,13134.23,13586.48,12681.98,0,0,,,,
40,2004/7/26,13085,13133.65,13586.12,12681.18,0,-1,,,,
41,2004/7/27,13025,13136.15,13585.34,12686.96,0,0,,,,
42,2004/7/28,13035,13149.81,13561.32,12738.3,0,0,,,,
43,2004/7/29,13190,13161.73,13558.42,12765.04,0,0,,,,
44,2004/7/30,13105,13158.08,13555.05,12761.11,0,-1,,,,
45,2004/8/2,13035,13153.08,13552.95,12753.21,0,0,,,,
46,2004/8/3,12845,13145.96,13561.23,12730.69,0,0,,,,
47,2004/8/4,12800,13125.38,13554.47,12696.29,0,0,,,,
48,2004/8/5,12920,13109.04,13535.7,12682.38,0,0,,,,
49,2004/8/6,12855,13090.38,13517.44,12663.32,0,0,,,,
50,2004/8/9,12700,13068.46,13515.23,12621.69,0,0,,,,
51,2004/8/10,12600,13061.35,13532.15,12590.55,0,0,,,,
52,2004/8/11,12615,13053.08,13547.73,12558.43,0,0,,,,
53,2004/8/12,12420,13037.31,13584.86,12489.76,0,0,,,,
54,2004/8/13,12415,13022.31,13615.78,12428.84,0,0,,,,
55,2004/8/16,12455,13002.69,13636.39,12368.99,0,0,,,,
56,2004/8/17,12465,12965.19,13606.58,12323.8,0,0,,,,
57,2004/8/18,12565,12940.77,13593.23,12288.31,0,0,,,,
58,2004/8/19,12530,12917.88,13585.03,12250.73,0,0,,,,
59,2004/8/20,12545,12889.42,13554.55,12224.29,0,0,,,,
60,2004/8/23,12625,12866.92,13526.5,12207.34,0,0,,,,
61,2004/8/24,12610,12838.27,13473.94,12202.6,0,0,,,,
62,2004/8/25,12525,12804.81,13409.4,12200.22,0,0,,,,
63,2004/8/26,12420,12767.88,13342.87,12192.89,0,0,,,,
64,2004/8/27,12380,12729.23,13265.45,12193.01,0,0,,,,
65,2004/8/30,12415,12699.23,13213.89,12184.57,0,0,,,,
66,2004/8/31,12580,12679.81,13171.51,12188.11,0,0,,,,
67,2004/9/1,12650,12665.38,13136.53,12194.23,0,0,,,,
68,2004/9/2,12710,12652.88,13099.86,12205.9,0,0,,,,
69,2004/9/3,12800,12637.88,13033.05,12242.71,0,0,,,,
70,2004/9/6,12705,12622.5,12970.33,12274.67,0,0,,,,
71,2004/9/7,12665,12608.27,12913.57,12302.97,0,0,,,,
72,2004/9/8,12885,12609.81,12920.43,12299.19,0,0,,,,
73,2004/9/9,12850,12611.73,12927.82,12295.64,0,0,,,,
74,2004/9/10,12895,12610.77,12923.09,12298.45,0,0,,,,
75,2004/9/13,12910,12612.88,12932.73,12293.03,0,0,,,,
76,2004/9/14,12980,12623.65,12973.18,12274.12,1,0,,,,
77,2004/9/15,12840,12632.88,12992.35,12273.41,0,0,,,,
78,2004/9/16,12885,12643.27,13015.95,12270.59,0,0,,,,
79,2004/9/17,12765,12656.54,13020.61,12292.47,0,0,,,,
80,2004/9/20,13015,12679.62,13055.86,12303.38,0,0,,,,
81,2004/9/21,13055,12702.69,13094.89,12310.49,0,0,,,,
82,2004/9/22,13315,12735.38,13182.95,12287.81,1,0,,,,
83,2004/9/23,13265,12762.31,13249.69,12274.93,0,0,,,,
84,2004/9/24,13395,12795.58,13332.56,12258.6,1,0,,,,
85,2004/9/27,13365,12827.12,13398.12,12256.12,0,0,,,,
86,2004/9/28,13330,12854.23,13451.65,12256.81,0,0,,,,
87,2004/9/29,13215,12877.5,13482.43,12272.57,0,0,,,,
88,2004/9/30,13265,12905.96,13511.53,12300.39,0,0,,,,
89,2004/10/8,13055,12930.38,13504.84,12355.92,0,0,,,,
90,2004/10/11,12740,12944.23,13479.52,12408.94,0,-1,,,,
91,2004/10/12,12665,12953.85,13457.65,12450.05,0,0,,,,
92,2004/10/13,12715,12959.04,13449.41,12468.67,0,0,,,,
93,2004/10/14,12680,12960.19,13447.67,12472.71,0,0,,,,
94,2004/10/15,12520,12952.88,13461.21,12444.55,0,0,,,,
95,2004/10/18,12270,12932.5,13504.82,12360.18,0,0,,,,
96,2004/10/19,12350,12918.85,13529.41,12308.29,0,0,,,,
97,2004/10/20,12400,12908.65,13545.13,12272.17,0,0,,,,
98,2004/10/21,12315,12886.73,13564.53,12208.93,0,0,,,,
99,2004/10/22,11955,12852.31,13622.48,12082.14,0,0,,,,
100,2004/10/25,11930,12815.19,13665.63,11964.75,0,0,,,,
101,2004/10/26,12080,12783.27,13679.96,11886.58,0,0,,,,
102,2004/10/27,12355,12759.23,13667.41,11851.05,0,0,,,,
103,2004/10/28,12360,12740.77,13661.55,11819.99,0,0,,,,
104,2004/10/29,12340,12719.81,13651.68,11787.94,0,0,,,,
105,2004/11/1,12355,12704.04,13646.54,11761.54,0,0,,,,
106,2004/11/2,12325,12677.5,13622.43,11732.57,0,0,,,,
107,2004/11/3,12390,12651.92,13590.32,11713.52,0,0,,,,
108,2004/11/4,12305,12613.08,13520.4,11705.76,0,0,,,,
109,2004/11/5,12325,12576.92,13450.46,11703.38,0,0,,,,
110,2004/11/8,12390,12538.27,13347.82,11728.72,0,0,,,,
111,2004/11/9,12345,12499.04,13237.68,11760.4,0,0,,,,
112,2004/11/10,12185,12455,13120.44,11789.56,0,0,,,,
113,2004/11/11,12185,12415.38,13011.65,11819.11,0,0,,,,
114,2004/11/12,12185,12373.85,12865.13,11882.57,0,0,,,,
115,2004/11/15,12285,12344.23,12750.1,11938.36,0,0,,,,
116,2004/11/16,12200,12323.46,12699.23,11947.69,0,0,,,,
117,2004/11/17,12260,12307.88,12657.42,11958.34,0,0,,,,
118,2004/11/18,12330,12293.08,12601.02,11985.14,0,0,,,,
119,2004/11/19,12315,12279.04,12543.86,12014.22,0,0,,,,
120,2004/11/22,12250,12268.65,12514.67,12022.63,0,-1,,,,
121,2004/11/23,12330,12270.96,12518.15,12023.77,0,0,,,,
122,2004/11/24,12350,12270.96,12518.15,12023.77,0,0,,,,
123,2004/11/25,12385,12270.38,12516.39,12024.37,0,0,,,,
124,2004/11/26,12380,12272.88,12522.07,12023.69,0,0,,,,
125,2004/11/29,12315,12286.73,12499.84,12073.62,0,0,,,,
126,2004/11/30,12340,12302.5,12458.94,12146.06,0,0,,,,
127,2004/12/1,12375,12313.85,12443.69,12184.01,0,0,,,,
128,2004/12/2,12330,12312.88,12441.82,12183.94,0,0,,,,
129,2004/12/3,12315,12311.15,12438.66,12183.64,0,0,,,,
130,2004/12/6,12210,12306.15,12439.04,12173.26,0,-1,,,,
131,2004/12/7,12225,12301.15,12436.16,12166.14,0,0,,,,
132,2004/12/8,12185,12295.77,12437.8,12153.74,0,0,,,,
133,2004/12/9,12165,12287.12,12432.64,12141.6,0,0,,,,
134,2004/12/10,12165,12281.73,12434.67,12128.79,0,0,,,,
135,2004/12/13,12135,12274.42,12436.64,12112.2,0,0,,,,
136,2004/12/14,12215,12267.69,12424.39,12110.99,0,0,,,,
137,2004/12/15,12180,12261.35,12418.39,12104.31,0,0,,,,
138,2004/12/16,12240,12263.46,12417.67,12109.25,0,0,,,,
139,2004/12/17,12220,12264.81,12416.77,12112.85,0,0,,,,
140,2004/12/20,12220,12266.15,12415.77,12116.53,0,0,,,,
141,2004/12/21,12200,12262.88,12414.49,12111.27,0,0,,,,
142,2004/12/22,12210,12263.27,12414.27,12112.27,0,0,,,,
143,2004/12/23,12210,12261.35,12413.79,12108.91,0,0,,,,
144,2004/12/24,12220,12257.12,12407.72,12106.52,0,0,,,,
145,2004/12/27,12240,12254.23,12403.08,12105.38,0,0,,,,
146,2004/12/28,12390,12259.62,12417.68,12101.56,0,0,,,,
147,2004/12/29,12445,12264.04,12436.11,12091.97,1,0,,,,
148,2004/12/30,12420,12266.73,12446.42,12087.04,0,0,,,,
149,2004/12/31,12500,12271.15,12467.81,12074.49,1,0,,,,
150,2005/1/4,12385,12271.35,12468.46,12074.24,0,0,,,,
151,2005/1/5,12460,12276.92,12486.95,12066.89,0,0,,,,
152,2005/1/6,12680,12290,12552.22,12027.78,1,0,,,,
153,2005/1/7,12635,12300,12593.65,12006.35,0,0,,,,
154,2005/1/10,12635,12311.73,12633.4,11990.06,0,0,,,,
155,2005/1/11,12615,12323.27,12666.24,11980.3,0,0,,,,
156,2005/1/12,12675,12341.15,12707.27,11975.03,0,0,,,,
157,2005/1/13,12755,12361.54,12758.48,11964.6,0,0,,,,
158,2005/1/14,12770,12384.04,12804.94,11963.14,0,0,,,,
159,2005/1/17,12740,12406.15,12839.42,11972.88,0,0,,,,
160,2005/1/18,12770,12429.42,12873.66,11985.18,0,0,,,,
161,2005/1/19,12830,12456.15,12910.22,12002.08,0,0,,,,
162,2005/1/20,12905,12482.69,12958.27,12007.11,0,0,,,,
163,2005/1/21,12880,12509.62,12993.11,12026.13,0,0,,,,
164,2005/1/24,12970,12537.69,13040.44,12034.94,0,0,,,,
165,2005/1/25,13035,12569.04,13090.67,12047.41,0,0,,,,
166,2005/1/26,13165,12605.38,13156.68,12054.08,1,0,,,,
167,2005/1/27,13175,12642.88,13211.83,12073.93,0,0,,,,
168,2005/1/28,12990,12672.88,13228.99,12116.77,0,0,,,,
169,2005/1/31,13085,12706.54,13251.92,12161.16,0,0,,,,
170,2005/2/1,13180,12743.46,13281.75,12205.17,0,0,,,,
171,2005/2/2,13145,12778.27,13297.85,12258.69,0,0,,,,
172,2005/2/3,13200,12809.42,13329.28,12289.56,0,0,,,,
173,2005/2/4,13220,12839.23,13361.04,12317.42,0,0,,,,
174,2005/2/16,13410,12877.31,13416.07,12338.55,0,0,,,,
175,2005/2/17,13440,12913.46,13472.66,12354.26,0,0,,,,
176,2005/2/18,13510,12956.73,13519.91,12393.55,0,0,,,,
177,2005/2/21,13405,12993.08,13544.75,12441.41,0,0,,,,
178,2005/2/22,13550,13026.54,13604.15,12448.93,0,0,,,,
179,2005/2/23,13715,13068.08,13682.7,12453.46,1,0,,,,
180,2005/2/24,13725,13110,13749.91,12470.09,0,0,,,,
181,2005/2/25,13705,13151.92,13799.7,12504.14,0,0,,,,
182,2005/2/28,13825,13196.15,13865.16,12527.14,0,0,,,,
183,2005/3/1,13840,13237.88,13927.45,12548.31,0,0,,,,
184,2005/3/2,13850,13279.42,13981.74,12577.1,0,0,,,,
185,2005/3/3,13870,13322.88,14026.19,12619.57,0,0,,,,
186,2005/3/4,13980,13369.42,14080.63,12658.21,0,0,,,,
187,2005/3/7,14230,13423.27,14175.4,12671.14,1,0,,,,
188,2005/3/8,14215,13473.65,14256.24,12691.06,0,0,,,,
189,2005/3/9,14360,13530.58,14348.07,12713.09,1,0,,,,
190,2005/3/10,14335,13583.08,14425.74,12740.42,0,0,,,,
191,2005/3/11,13915,13616.92,14438.43,12795.41,0,0,,,,
192,2005/3/14,14255,13658.85,14495.53,12822.17,0,0,,,,
193,2005/3/15,14240,13699.81,14542.2,12857.42,0,0,,,,
194,2005/3/16,14450,13755.96,14596.16,12915.76,0,0,,,,
195,2005/3/17,14345,13804.42,14628.83,12980.01,0,0,,,,
196,2005/3/18,13975,13835,14621.16,13048.84,0,0,,,,
197,2005/3/21,14075,13870.77,14609.52,13132.02,0,0,,,,
198,2005/3/22,13880,13896.92,14583.17,13210.67,0,-1,,,,
199,2005/3/23,13845,13920.96,14549.97,13291.95,0,0,,,,
200,2005/3/24,13810,13936.35,14532.05,13340.65,0,0,,,,
201,2005/3/25,14220,13966.35,14536.06,13396.64,0,0,,,,
202,2005/3/28,14280,13995.96,14546.73,13445.19,0,0,,,,
203,2005/3/29,14330,14031.54,14541.5,13521.58,0,0,,,,
204,2005/3/30,14305,14060.58,14541.63,13579.53,0,0,,,,
205,2005/3/31,14270,14081.92,14548.21,13615.63,0,0,,,,
206,2005/4/1,14240,14101.73,14548.28,13655.18,0,0,,,,
207,2005/4/4,14365,14127.12,14554.48,13699.76,0,0,,,,
208,2005/4/5,14285,14144.81,14557.99,13731.63,0,0,,,,
209,2005/4/6,14425,14167.31,14575.12,13759.5,0,0,,,,
210,2005/4/7,14550,14194.23,14607.28,13781.18,0,0,,,,
211,2005/4/8,14475,14217.5,14622.66,13812.34,0,0,,,,
212,2005/4/11,14780,14248.27,14697.51,13799.03,1,0,,,,
213,2005/4/12,14755,14268.46,14759.53,13777.39,0,0,,,,
214,2005/4/13,14460,14277.88,14774.06,13781.7,0,0,,,,
215,2005/4/14,14265,14274.23,14769.29,13779.17,0,-1,,,,
216,2005/4/15,14395,14276.54,14773.34,13779.74,0,0,,,,
217,2005/4/18,14390,14294.81,14770.8,13818.82,0,0,,,,
218,2005/4/19,14565,14306.73,14793.97,13819.49,0,0,,,,
219,2005/4/20,14625,14321.54,14823.52,13819.56,0,0,,,,
220,2005/4/21,14510,14323.85,14828.83,13818.87,0,0,,,,
221,2005/4/22,14560,14332.12,14845.51,13818.73,0,0,,,,
222,2005/4/25,14600,14356.15,14858.39,13853.91,0,0,,,,
223,2005/4/26,14650,14378.27,14879.64,13876.9,0,0,,,,
224,2005/4/27,14650,14407.88,14876.73,13939.03,0,0,,,,
225,2005/4/28,14655,14439.04,14857.2,14020.88,0,0,,,,
226,2005/4/29,14700,14473.27,14816.15,14130.39,0,0,,,,
227,2005/5/9,14575,14486.92,14815.83,14158.01,0,0,,,,
228,2005/5/10,14560,14497.69,14816.6,14178.78,0,0,,,,
229,2005/5/11,14350,14498.46,14815.78,14181.14,0,-1,,,,
230,2005/5/12,14440,14503.65,14812.1,14195.2,0,0,,,,
231,2005/5/13,14190,14500.58,14820.12,14181.04,0,0,,,,
232,2005/5/16,14130,14496.35,14832.71,14159.99,0,0,,,,
233,2005/5/17,14155,14488.27,14847.09,14129.45,0,0,,,,
234,2005/5/18,14290,14488.46,14846.83,14130.09,0,0,,,,
235,2005/5/19,14835,14504.23,14886.28,14122.18,0,0,,,,
236,2005/5/20,14605,14506.35,14890.06,14122.64,0,0,,,,
237,2005/5/23,14180,14495,14899.46,14090.54,0,-1,,,,
238,2005/5/24,14190,14472.31,14876.45,14068.17,0,0,,,,
239,2005/5/25,13905,14439.62,14884.13,13995.11,0,0,,,,
240,2005/5/26,14005,14422.12,14898.01,13946.23,0,0,,,,
241,2005/5/27,14085,14415.19,14905.61,13924.77,0,0,,,,
242,2005/5/30,14285,14410.96,14903.99,13917.93,0,0,,,,
243,2005/5/31,14170,14402.5,14904.5,13900.5,0,0,,,,
244,2005/6/1,13760,14371.54,14928.17,13814.91,0,0,,,,
245,2005/6/2,13925,14344.62,14917.72,13771.52,0,0,,,,
246,2005/6/3,13975,14324.04,14910.7,13737.38,0,0,,,,
247,2005/6/6,14190,14309.81,14890.58,13729.04,0,0,,,,
248,2005/6/7,14090,14290.19,14864.6,13715.78,0,0,,,,
249,2005/6/8,14155,14271.15,14828.51,13713.79,0,0,,,,
250,2005/6/9,14165,14252.5,14789.2,13715.8,0,0,,,,
251,2005/6/10,14175,14234.04,14745.57,13722.51,0,0,,,,
252,2005/6/13,14285,14218.08,14693.77,13742.39,0,0,,,,
253,2005/6/14,14305,14207.69,14662.29,13753.09,0,0,,,,
254,2005/6/15,14300,14197.69,14630.99,13764.39,0,0,,,,
255,2005/6/16,14270,14194.62,14624.54,13764.7,0,0,,,,
256,2005/6/17,14160,14183.85,14602.07,13765.63,0,-1,,,,
257,2005/6/20,14300,14188.08,14608.78,13767.38,0,0,,,,
258,2005/6/21,14280,14193.85,14615.35,13772.35,0,0,,,,
259,2005/6/22,14245,14197.31,14618.96,13775.66,0,0,,,,
260,2005/6/23,14020,14186.92,14612.35,13761.49,0,-1,,,,
261,2005/6/24,14130,14159.81,14493.35,13826.27,0,0,,,,
262,2005/6/27,14105,14140.58,14420.73,13860.43,0,0,,,,
263,2005/6/28,14025,14134.62,14417.86,13851.38,0,0,,,,
264,2005/6/29,13945,14125.19,14416.94,13833.44,0,0,,,,
265,2005/6/30,13900,14125,14417.36,13832.64,0,0,,,,
266,2005/7/1,14095,14128.46,14417.01,13839.91,0,0,,,,
267,2005/7/4,14275,14135.77,14429.32,13842.22,0,0,,,,
268,2005/7/5,14255,14134.62,14425.96,13843.28,0,0,,,,
269,2005/7/6,14560,14149.62,14485.32,13813.92,1,0,,,,
270,2005/7/7,14460,14176.54,14494.04,13859.04,0,0,,,,
271,2005/7/8,14590,14202.12,14541.7,13862.54,1,0,,,,
272,2005/7/11,14755,14232.12,14622.28,13841.96,1,0,,,,
273,2005/7/12,14815,14256.15,14707.7,13804.6,0,0,,,,
274,2005/7/13,14465,14270.58,14724.01,13817.15,0,0,,,,
275,2005/7/14,14575,14286.73,14752.78,13820.68,0,0,,,,
276,2005/7/15,14520,14300.38,14772.35,13828.41,0,0,,,,
277,2005/7/18,14395,14308.85,14779.36,13838.34,0,0,,,,
278,2005/7/19,14260,14307.88,14778.69,13837.07,0,-1,,,,
279,2005/7/20,14060,14298.46,14779.22,13817.7,0,0,,,,
280,2005/7/21,14115,14291.35,14777.46,13805.24,0,0,,,,
281,2005/7/22,14045,14282.69,14778.3,13787.08,0,0,,,,
282,2005/7/25,14130,14281.54,14778.47,13784.61,0,0,,,,
283,2005/7/26,14090,14273.46,14775.94,13770.98,0,0,,,,
284,2005/7/27,13975,14261.73,14777.64,13745.82,0,0,,,,
285,2005/7/28,13890,14248.08,14784.22,13711.94,0,0,,,,
286,2005/7/29,13980,14246.54,14785.63,13707.45,0,0,,,,
287,2005/8/1,13930,14238.85,14790.42,13687.28,0,0,,,,
288,2005/8/2,13895,14230.77,14796.46,13665.08,0,0,,,,
289,2005/8/3,13850,14224.04,14803.9,13644.18,0,0,,,,
290,2005/8/4,13685,14214.04,14822.2,13605.88,0,0,,,,
291,2005/8/5,13705,14206.54,14835.27,13577.81,0,0,,,,
292,2005/8/8,13715,14191.92,14848.49,13535.35,0,0,,,,
293,2005/8/9,13525,14163.08,14868.54,13457.62,0,0,,,,
294,2005/8/10,13290,14125.96,14908.62,13343.3,0,0,,,,
295,2005/8/11,13290,14077.12,14904.35,13249.89,0,0,,,,
296,2005/8/12,13340,14034.04,14894.31,13173.77,0,0,,,,
297,2005/8/15,13260,13982.88,14863.55,13102.21,0,0,,,,
298,2005/8/16,13390,13930.38,14781.83,13078.93,0,0,,,,
299,2005/8/17,13315,13872.69,14676.75,13068.63,0,0,,,,
300,2005/8/18,13305,13828.08,14624.11,13032.05,0,0,,,,
301,2005/8/19,13300,13779.04,14539.97,13018.11,0,0,,,,
302,2005/8/22,13545,13741.54,14444.45,13038.63,0,0,,,,
303,2005/8/23,13540,13708.65,14362.69,13054.61,0,0,,,,
304,2005/8/24,13550,13681.35,14297.83,13064.87,0,0,,,,
305,2005/8/25,13640,13665.19,14262.1,13068.28,0,0,,,,
306,2005/8/26,13585,13644.81,14213.34,13076.28,0,0,,,,
307,2005/8/29,13795,13635.19,14183.67,13086.71,0,0,,,,
308,2005/8/30,13735,13620,14132.14,13107.86,0,0,,,,
309,2005/8/31,13965,13615.19,14111.06,13119.32,0,0,,,,
310,2005/9/1,13780,13607.69,14086.53,13128.85,0,0,,,,
311,2005/9/2,13860,13606.54,14082.69,13130.39,0,0,,,,
312,2005/9/5,14020,13608.08,14089.48,13126.68,0,0,,,,
313,2005/9/6,14000,13610.77,14100.37,13121.17,0,0,,,,
314,2005/9/7,14115,13619.23,14136.11,13102.35,0,0,,,,
315,2005/9/8,14075,13627.88,14167.85,13087.91,0,0,,,,
316,2005/9/9,14120,13644.62,14217.88,13071.36,0,0,,,,
317,2005/9/12,14115,13660.38,14262.39,13058.37,0,0,,,,
318,2005/9/13,13895,13667.31,14276.03,13058.59,0,0,,,,
319,2005/9/14,14125,13690.38,14321.73,13059.03,0,0,,,,
320,2005/9/15,14165,13724.04,14359.88,13088.2,0,0,,,,
321,2005/9/16,14105,13755.38,14382.5,13128.26,0,0,,,,
322,2005/9/19,14040,13782.31,14395.19,13169.43,0,0,,,,
323,2005/9/20,14265,13820.96,14423.48,13218.44,0,0,,,,
324,2005/9/21,14260,13854.42,14454,13254.84,0,0,,,,
325,2005/9/22,14380,13895.38,14487.12,13303.64,0,0,,,,
326,2005/9/23,14390,13937.12,14508.34,13365.9,0,0,,,,
327,2005/9/26,14390,13979.04,14514.62,13443.46,0,0,,,,
328,2005/9/27,14385,14011.35,14539.3,13483.4,0,0,,,,
329,2005/9/28,14655,14054.23,14603.61,13504.85,1,0,,,,
330,2005/9/29,14835,14103.65,14694,13513.3,1,0,,,,
331,2005/9/30,14990,14155.58,14810.26,13500.9,0,0,,,,
332,2005/10/10,15380,14224.62,14996.99,13452.25,1,0,,,,
333,2005/10/11,15335,14283.85,15149.71,13417.99,0,0,,,,
334,2005/10/12,15630,14356.73,15341.29,13372.17,1,0,,,,
335,2005/10/13,15460,14414.23,15475.27,13353.19,0,0,,,,
336,2005/10/14,15290,14472.31,15554.03,13390.59,0,0,,,,
337,2005/10/17,15300,14527.69,15626.32,13429.06,0,0,,,,
338,2005/10/18,15300,14576.92,15695.44,13458.4,0,0,,,,
339,2005/10/19,15290,14626.54,15753.02,13500.06,0,0,,,,
340,2005/10/20,15330,14673.27,15812.21,13534.33,0,0,,,,
341,2005/10/21,15270,14719.23,15854.18,13584.28,0,0,,,,
342,2005/10/24,15570,14775,15929.78,13620.22,0,0,,,,
343,2005/10/25,15610,14832.5,15999.39,13665.61,0,0,,,,
344,2005/10/26,15350,14888.46,16006.86,13770.06,0,0,,,,
345,2005/10/27,15255,14931.92,16014.14,13849.7,0,0,,,,
346,2005/10/28,15080,14967.12,16004.16,13930.08,0,0,,,,
347,2005/10/31,15110,15005.77,15982.28,14029.26,0,0,,,,
348,2005/11/1,15120,15047.31,15941.32,14153.3,0,0,,,,
349,2005/11/2,15245,15085,15922.66,14247.34,0,0,,,,
350,2005/11/3,15195,15120.96,15888.64,14353.28,0,0,,,,
351,2005/11/4,15275,15155.38,15862.74,14448.02,0,0,,,,
352,2005/11/7,15425,15195.19,15836.8,14553.58,0,0,,,,
353,2005/11/8,15385,15233.46,15788.08,14678.84,0,0,,,,
354,2005/11/9,15130,15262.12,15698.84,14825.4,0,-1,,,,
355,2005/11/10,15150,15281.15,15644.81,14917.49,0,0,,,,
356,2005/11/11,15175,15294.23,15612.81,14975.65,0,0,,,,
357,2005/11/14,15235,15303.65,15598.4,15008.9,0,0,,,,
358,2005/11/15,15115,15293.46,15595.46,14991.46,0,0,,,,
359,2005/11/16,15085,15283.85,15596.1,14971.6,0,0,,,,
360,2005/11/17,15170,15266.15,15547.39,14984.91,0,0,,,,
361,2005/11/18,15170,15255,15527.12,14982.88,0,0,,,,
362,2005/11/21,15255,15253.65,15525.39,14981.91,0,0,,,,
363,2005/11/22,15195,15249.62,15521.62,14977.62,0,-1,,,,
364,2005/11/23,15155,15244.04,15517.68,14970.4,0,0,,,,
365,2005/11/24,15125,15237.69,15514.53,14960.85,0,0,,,,
366,2005/11/25,15095,15228.65,15508.29,14949.01,0,0,,,,
367,2005/11/28,14815,15211.15,15533.68,14888.62,0,0,,,,
368,2005/11/29,14795,15181.35,15509.13,14853.57,0,0,,,,
369,2005/11/30,14860,15152.5,15454.32,14850.68,0,0,,,,
370,2005/12/1,14835,15132.69,15447.89,14817.49,0,0,,,,
371,2005/12/2,14700,15111.35,15464.93,14757.77,0,0,,,,
372,2005/12/5,14860,15102.88,15469.86,14735.9,0,0,,,,
373,2005/12/6,14845,15092.69,15473.31,14712.07,0,0,,,,
374,2005/12/7,14815,15080.96,15476.59,14685.33,0,0,,,,
375,2005/12/8,14840,15065.38,15466,14664.76,0,0,,,,
376,2005/12/9,14955,15056.15,15455.4,14656.9,0,0,,,,
377,2005/12/12,14990,15045.19,15434.98,14655.4,0,0,,,,
378,2005/12/13,14975,15027.88,15386.21,14669.55,0,0,,,,
379,2005/12/14,15095,15016.73,15345.67,14687.79,0,0,,,,
380,2005/12/15,14960,15010.19,15336.51,14683.87,0,-1,,,,
381,2005/12/16,14965,15003.08,15324.75,14681.41,0,0,,,,
382,2005/12/19,15310,15008.27,15345.47,14671.07,0,0,,,,
383,2005/12/20,15220,15007.69,15343.32,14672.06,0,0,,,,
384,2005/12/21,15185,15010.38,15350.68,14670.08,0,0,,,,
385,2005/12/22,15175,15013.85,15359.11,14668.59,0,0,,,,
386,2005/12/23,15225,15015.96,15365.84,14666.08,0,0,,,,
387,2005/12/26,15245,15018.85,15375.19,14662.51,0,0,,,,
388,2005/12/27,15255,15018.85,15375.19,14662.51,0,0,,,,
389,2005/12/28,15245,15020.77,15381.58,14659.96,0,0,,,,
390,2005/12/29,15250,15024.42,15392.73,14656.11,0,0,,,,
391,2005/12/30,15185,15026.73,15398.4,14655.06,0,0,,,,
392,2006/1/4,15270,15033.46,15416.44,14650.48,0,0,,,,
393,2006/1/5,15285,15051.54,15435.99,14667.09,0,0,,,,
394,2006/1/6,15315,15071.54,15454.57,14688.51,0,0,,,,
395,2006/1/9,15355,15090.58,15479.04,14702.12,0,0,,,,
396,2006/1/10,15330,15109.62,15494.47,14724.77,0,0,,,,
397,2006/1/11,15295,15132.5,15485.47,14779.53,0,0,,,,
398,2006/1/12,15450,15155.19,15511.13,14799.25,0,0,,,,
399,2006/1/13,15425,15177.5,15525.17,14829.83,0,0,,,,
400,2006/1/16,15505,15204.04,15541.8,14866.28,0,0,,,,
401,2006/1/17,15430,15226.73,15541.22,14912.24,0,0,,,,
402,2006/1/18,15270,15238.85,15533.43,14944.27,0,0,,,,
403,2006/1/19,15245,15248.65,15525.19,14972.11,0,-1,,,,
404,2006/1/20,15280,15260.38,15513.52,15007.24,0,0,,,,
405,2006/1/23,15390,15271.73,15520.44,15023.02,0,0,,,,
406,2006/1/24,15340,15286.35,15501.21,15071.49,0,0,,,,
407,2006/1/25,15435,15304.42,15482.8,15126.04,0,0,,,,
408,2006/1/26,15430,15309.04,15494.1,15123.98,0,0,,,,
409,2006/1/27,15470,15318.65,15510.33,15126.97,0,0,,,,
